Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13129810,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,"Ferriss, Timothy",,"=""0547884591""","=""9780547884592""",0,3.95,New Harvest,Hardcover,672,2012,2012,,2015/07/17,to-read,to-read (#171),to-read,,,,0,,,1,,,unspecified,,
10019925,The Ultimate Guide to Trading Etfs: How to Profit from the Hottest Sectors in the Hottest Markets All the Time,Don Dion,"Dion, Don",Carolyn Dion,"=""0470915218""","=""9780470915219""",3,2.67,Wiley,ebook,224,2010,2010,2015/08/14,2015/08/12,,,read,"Read this for a  class. It gets the job done and hammers home the main points. Pretty general, but I guess that that is kind of the point as a book for the general populace.",,,1,,,1,,,unspecified,,
2552158,"The Cult of Statistical Significance: How the Standard Error Costs Us Jobs, Justice, and Lives",Deirdre N. McCloskey,"McCloskey, Deirdre N.",Stephen Thomas Ziliak,"=""0472050079""","=""9780472050079""",0,3.70,University of Michigan Press,Paperback,352,2008,2008,,2015/10/20,to-read,to-read (#260),to-read,,,,0,,,1,,,unspecified,,
25698,The Wealth of Nations,Adam Smith,"Smith, Adam",,"=""0553585975""","=""9780553585971""",0,3.88,Bantam Classics,Mass Market Paperback,1264,2003,1776,,2016/04/25,to-read,to-read (#209),to-read,,,,0,,,1,,,unspecified,,
667,Anthem,Ayn Rand,"Rand, Ayn",,"=""0452281253""","=""9780452281257""",5,3.62,NAL,Paperback,105,1999,1938,2012/01/01,2016/07/26,,,read,,,,1,,,1,,,unspecified,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2016/07/26,to-read,to-read (#275),to-read,,,,0,,,1,,,unspecified,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0061120081""","=""9780061120084""",4,4.26,Harper Perennial Modern Classics,Paperback,324,2006,1960,2011/01/01,2016/07/26,,,read,,,,1,,,1,,,unspecified,,
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",David McDuff,"=""0143058142""","=""9780143058144""",0,4.19,Penguin,Paperback,671,2002,1866,,2016/07/26,to-read,to-read (#278),to-read,,,,0,,,1,,,unspecified,,
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",5,3.83,"Little, Brown and Company",Hardcover,444,2009,2009,2016/09/29,2016/09/06,,,read,"I enjoyed this book immensely. When I read Malcolm Gladwell's other books, his writing style gets a little old. This book doesn't suffer from that problem because the topics are so varied and only about 25 pages each. <br/>This book showcases what Gladwell is best at, putting a new twist on an old subject or bringing an obscure topic to light in an interesting and accessible way. The best thing is that the book feels like several short books in one, and because I love short books, I love this book.",,,1,,,1,,,unspecified,,
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",4,3.87,Crown,Hardcover,272,2016,2016,2017/01/08,2016/10/04,,,read,,,,1,,,0,,,,,
16101143,"You Are Now Less Dumb: How to Conquer Mob Mentality, How to Buy Happiness, and All the Other Ways to Outsmart Yourself",David McRaney,"McRaney, David",,"=""1592408052""","=""9781592408054""",5,3.92,Avery,Hardcover,320,2013,2013,2016/11/27,2016/11/27,,,read,,,,1,,,0,,,,,
24338377,"Saving Capitalism: For the Many, Not the Few",Robert B. Reich,"Reich, Robert B.",,"=""0385350570""","=""9780385350570""",0,4.26,Knopf,Hardcover,219,2015,2004,,2016/12/10,to-read,to-read (#300),to-read,,,,0,,,1,,,unspecified,,
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio Garcia Martinez,"Martinez, Antonio Garcia",,"=""0062458191""","=""9780062458193""",5,3.75,Harper,Hardcover,528,2016,2016,2017/03/12,2017/01/01,,,read,"Hilarious and honest. A story of error and politics more than anything else. Martinez is not shy about exposing his flaws, and though I don't like many of the specific actions or manipulation, I don't perceive dishonesty. Such honesty is very hard for any author, and I respect that, so instead of 4 stars for a good story I disagree with, I give it 5 stars for a story with such resounding honesty that I have to appreciate it.",,,1,,,1,,,unspecified,,
13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,"Jonasson, Jonas",Rod Bradbury,"=""1843913720""","=""9781843913726""",0,3.82,Hesperus Press,Paperback,396,2012,2009,,2017/01/08,to-read,to-read (#307),to-read,,,,0,,,1,,,unspecified,,
5442,The Faiths of the Founding Fathers,David L. Holmes,"Holmes, David L.",,"=""0195300920""","=""9780195300925""",3,3.84,"Oxford University Press, USA",Hardcover,225,2006,2006,2017/02/23,2017/02/21,,,read,,,,1,,,0,,,,,
29100194,Against Empathy: The Case for Rational Compassion,Paul Bloom,"Bloom, Paul",,"=""0062339338""","=""9780062339331""",4,3.64,Ecco,Hardcover,285,2016,2016,2017/03/11,2017/03/06,,,read,,,,1,,,0,,,,,
29429893,Blitzed: Drugs in Nazi Germany,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""0241256992""","=""9780241256992""",4,4.02,Allen Lane,Hardcover,360,2016,2015,2017/03/21,2017/03/08,,,read,"Impeccably researched and very concise. It never strays from the specific topic of drugs and how they affected the Third Reich. Somehow avoids becoming too dry. Fascinating overall, especially towards the end where Ohler gives new historical analysis on Hitler and the power struggles of the top Nazis based on doctor's notes rather than on reports and correspondence.",,,1,,,0,,,,,
22206,Lullaby,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0099437961""","=""9780099437963""",0,3.73,Vintage,Paperback,260,2003,2002,,2017/02/25,to-read,to-read (#373),to-read,,,,0,,,1,,,unspecified,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",0,3.69,Anchor Books,Paperback,293,2002,2001,,2017/02/25,to-read,to-read (#374),to-read,,,,0,,,1,,,unspecified,,
22551809,The Road to Character,David  Brooks,"Brooks, David",,"=""081299325X""","=""9780812993257""",3,3.66,Random House,Hardcover,320,2015,2015,2017/03/03,2017/02/08,,,read,"Just another ""these people repressed their natural urges and lived terribly unhappy lives overall and they happened to be happy and successful and so we could do the same and maybe have the same results"" kind of book, except this book has a lot more detail and is not really a self-help book as much as it is a series of somewhat depressing case studies. Subjects of case studies skew toward Christian, conservative, and emotionally troubled.<br/>Enjoyed the case studies of character and the stories, but struggled to see how they and the specified character traits contributed to showing how any actual character is built in the MODERN world as opposed to post-Victorian America/England. ",,,2,,,0,,,,,
1334384,What I Learned Losing a Million Dollars,Jim Paul,"Paul, Jim","Brendan Moynihan, Charles L. Minter","=""0963579495""","=""9780963579492""",0,3.85,Infrared Pr,Hardcover,190,1994,1994,,2017/03/29,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
15799151,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,"=""0307273601""","=""9780307273604""",0,3.65,Knopf,Hardcover,304,2013,2013,,2017/03/29,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
341879,Just Kids,Patti Smith,"Smith, Patti",,"=""006621131X""","=""9780066211312""",0,4.14,Ecco,Hardcover,304,2010,2010,,2017/03/29,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",0,3.86,Berkley Books,Mass Market Paperback,367,2005,2003,,2017/03/29,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
10645233,Do the Work,Steven Pressfield,"Pressfield, Steven",,"=""1455820997""","=""9781455820993""",0,4.01,Brilliance Audio,Audio CD,2,2011,2011,,2017/03/29,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
869969,Discover the Power Within You,Eric Butterworth,"Butterworth, Eric",,"=""0062501151""","=""9780062501158""",0,4.42,HarperOne,Paperback,256,2000,1989,,2017/03/29,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.12,HarperCollins,Hardcover,312,2008,2008,,2017/03/29,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",,"=""0812992180""","=""9780812992182""",0,3.93,Villard Books,Paperback,205,2002,2002,,2017/03/29,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
759945,The Magic of Thinking Big,David J. Schwartz,"Schwartz, David J.",,"=""0671646788""","=""9780671646783""",0,4.20,Touchstone Books,Paperback,238,1987,1959,,2017/03/28,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",4,4.00,Crown Business,Hardcover,260,2014,2014,2017/03/28,2015/03/15,favs-fam,favs-fam (#6),read,"Very good. Gives good overview of the essentialism philosophy with some basic prescriptive applications. Ironically, I felt like it lost focus toward the end. Four stars because of that, but a solid five stars for the first half.",,,2,,,1,,,unspecified,,
51784,The Autobiography of Bertrand Russell,Bertrand Russell,"Russell, Bertrand",,"=""041522862X""","=""9780415228626""",0,4.08,Routledge,Paperback,749,2000,1950,,2017/03/25,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
14891980,The 5 Elements of Effective Thinking,Edward B. Burger,"Burger, Edward B.",Michael Starbird,"=""0691156662""","=""9780691156668""",0,4.08,Princeton University Press,Hardcover,157,2012,2012,,2017/03/25,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
17288649,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""038534936X""","=""9780385349369""",0,4.05,Crown Business,Hardcover,288,2013,2013,,2017/03/25,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
829616,Lateral Thinking,Edward de Bono,"Bono, Edward de",,"=""0140137793""","=""9780140137798""",0,3.81,Penguin UK,Paperback,272,1991,1970,,2017/03/25,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
18114056,Risk Savvy: How to Make Good Decisions,Gerd Gigerenzer,"Gigerenzer, Gerd",,"=""0670025658""","=""9780670025657""",0,3.98,Viking,Hardcover,336,2014,2013,,2017/03/25,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.11,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2017/03/25,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",0,3.89,Simon & Schuster,Hardcover,256,2014,2014,,2017/03/25,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
23363874,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""1782115080""","=""9781782115083""",0,4.18,Canongate Books,Hardcover,266,2015,2015,,2017/03/25,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,"=""0670026557""","=""9780670026555""",0,4.07,Viking,Hardcover,320,2013,2013,,2017/03/24,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
12030438,"The Start-Up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career",Reid Hoffman,"Hoffman, Reid",Ben Casnocha,"=""""","=""""",0,3.85,Crown Business,Kindle Edition,274,2012,2012,,2017/03/24,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon","=""0062102427""","=""9780062102423""",0,4.06,HarperBusiness,ebook,240,2012,2012,,2017/03/24,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"Achor, Shawn",,"=""0307591565""","=""9780307591562""",0,4.15,Crown Business,ebook,272,2010,2010,,2017/03/24,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy Wallace,"=""0812993012""","=""9780812993011""",0,4.23,Random House,Hardcover,340,2014,2009,,2017/03/24,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",0,3.99,Harper Paperbacks,Paperback,320,2003,1997,,2017/03/24,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
48016,The Essential Drucker,Peter F. Drucker,"Drucker, Peter F.",,"=""006093574X""","=""9780060935740""",0,4.11,ReganBooks,Paperback,368,2003,2000,,2017/03/24,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
551520,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,"Watts, Alan W.",,"=""0394704681""","=""9780394704685""",0,4.26,Vintage,Paperback,152,1968,1951,,2017/03/24,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
347610,King Leopold's Ghost,Adam Hochschild,"Hochschild, Adam",,"=""0618001905""","=""9780618001903""",5,4.15,Mariner Books,Paperback,306,1999,1998,2017/03/10,2017/02/20,,,read,,,,2,,,0,,,,,
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,"=""""","=""""",0,4.25,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,2017/03/10,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.30,Basic Books,Paperback,822,1999,1979,,2017/03/06,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",4,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2017/02/24,2017/02/01,,,read,,,,1,,,0,,,,,
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",,"=""0691096120""","=""9780691096124""",5,3.80,Princeton University Press,Paperback,352,2004,1854,2015/03/20,2015/03/21,favs-fam,favs-fam (#23),read,"What an excellent book! Like a 19th century meeting of the societal skepticism of Jon Stewart and the introspective ramblings of Benjamin Franklin. I listened to this on the way to and from California on a solo redwoods spring break vacation, and it provided a great opportunity to stay mentally engaged during 25+ hours alone in an old, loud car. Highly recommend for anyone worrying about having too much to do. ",,,1,,,1,,,unspecified,,
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo",Aylmer Maude,"=""1600964338""","=""9781600964336""",0,4.05,Waking Lion Press,Paperback,86,2006,1886,,2017/03/03,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
33013351,The Fourth Transformation: How Augmented Reality and Artificial Intelligence Change Everything,Robert Scoble,"Scoble, Robert",Shel  Israel,"=""""","=""""",0,3.80,Patrick Brewster Press,Kindle Edition,163,2016,2016,,2017/03/02,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
16045140,The Love Affairs of Nathaniel P.,Adelle Waldman,"Waldman, Adelle",,"=""0805097457""","=""9780805097450""",0,3.30,Henry Holt and Co.,Hardcover,256,2013,2013,,2017/02/27,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
26073970,"The Power of the Other: The startling effect other people have on you, from the boardroom to the bedroom and beyond-and what to do about it",Henry Cloud,"Cloud, Henry",,"=""0061777145""","=""9780061777141""",0,4.10,HarperBusiness,Hardcover,256,2016,2016,,2017/02/27,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
162120,Extraordinary Popular Delusions and the Madness of Crowds,Charles Mackay,"Mackay, Charles",,"=""1897597320""","=""9781897597323""",0,3.90,Harriman House,Hardcover,114,2003,1841,,2017/02/27,to-read,to-read (#377),to-read,,,,0,,,0,,,,,
24128,The Merchant of Venice,William Shakespeare,"Shakespeare, William","Robert          Jackson, Barbara A. Mowat, Paul Werstine","=""0743477561""","=""9780743477567""",0,3.79,"Washington Square Press, Inc.",Paperback,237,1992,1596,,2017/02/27,to-read,to-read (#376),to-read,,,,0,,,0,,,,,
81912,Human Action: A Treatise on Economics,Ludwig von Mises,"Mises, Ludwig von",Bettina Bien Greaves,"=""0865976309""","=""9780865976306""",0,4.31,Liberty Fund Inc.,Hardcover,1128,2010,1940,,2017/02/26,to-read,to-read (#375),to-read,,,,0,,,0,,,,,
25953369,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""0062363603""","=""9780062363602""",0,3.94,William Morrow Paperbacks,Paperback,368,2016,2016,,2017/02/25,to-read,to-read (#372),to-read,,,,0,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily",Richard J. Dunn,"=""0393978893""","=""9780393978896""",0,3.83,Norton,Paperback,464,2002,1847,,2017/02/24,to-read,to-read (#371),to-read,,,,0,,,0,,,,,
18143905,The Opposite of Loneliness: Essays and Stories,Marina Keegan,"Keegan, Marina",,"=""147675361X""","=""9781476753614""",4,3.83,Scribner,Hardcover,208,2014,2014,2017/02/20,2017/02/15,,,read,"This review was actually a few messages I sent to she who recommended this to me:<br/><br/>""Just finished The Opposite of Loneliness! Loved some of it, liked the rest of it, but mostly fell hard for Marina's enduring optimism, devil-may-care attitude, active voice, sharp wit, and her ability to chronicle the turmoil and optimistic uncertainty of young love. ❤️❤️""<br/><br/>""She as a creator transcends her creations which, though largely excellent, are very raw""<br/><br/>""^^^ in the whales essay, her playful humor at the beginning isn't maintained throughout; instead she pivots to the darker humor of dead whales losing their smiles and the dark humor intrinsic to spending $10,000 to transport a dying whale while ignoring the plight of the homeless. Very raw""<br/><br/>""But VERY enjoyable""",,,1,,,0,,,,,
10631,Sam Walton: Made In America,Sam Walton,"Walton, Sam",John Huey,"=""0553562835""","=""9780553562835""",0,4.09,Bantam,Paperback,346,1993,1992,,2017/02/22,to-read,to-read (#370),to-read,,,,0,,,0,,,,,
31684925,Chemistry,Weike Wang,"Wang, Weike",,"=""""","=""""",0,3.68,Knopf,Kindle Edition,224,2017,2017,,2017/02/22,to-read,to-read (#369),to-read,,,,0,,,0,,,,,
30653956,No One Is Coming to Save Us,Stephanie Powell Watts,"Watts, Stephanie Powell",,"=""0062472984""","=""9780062472984""",0,3.05,Ecco,Hardcover,371,2017,2017,,2017/02/22,to-read,to-read (#368),to-read,,,,0,,,0,,,,,
33608721,Tell Me How It Ends: An Essay in Forty Questions,Valeria Luiselli,"Luiselli, Valeria",,"=""1566894956""","=""9781566894951""",0,4.46,Coffee House Press,Paperback,128,2017,2016,,2017/02/22,to-read,to-read (#367),to-read,,,,0,,,0,,,,,
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""0553448188""","=""9780553448184""",0,3.58,Hogarth Press,Hardcover,188,2016,2007,,2017/02/22,to-read,to-read (#366),to-read,,,,0,,,0,,,,,
30025540,Savage Theories,Pola Oloixarac,"Oloixarac, Pola",Roy Kesey,"=""1616957352""","=""9781616957353""",0,2.94,Soho Press,Hardcover,291,2017,2008,,2017/02/22,to-read,to-read (#365),to-read,,,,0,,,0,,,,,
161744,Common Sense,Thomas Paine,"Paine, Thomas",,"=""0143036254""","=""9780143036258""",0,3.97,Penguin,Paperback,104,2005,1776,,2017/02/21,to-read,to-read (#364),to-read,,,,0,,,0,,,,,
10034,The Age of Reason,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0679738959""","=""9780679738954""",0,3.97,Vintage International,Paperback,416,1992,1945,,2017/02/21,to-read,to-read (#363),to-read,,,,0,,,0,,,,,
1031803,The Age of Reason,Thomas Paine,"Paine, Thomas",,"=""1595479104""","=""9781595479105""",0,4.12,NuVision Publications,Paperback,180,2007,1794,,2017/02/21,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
302998,The Buddha of Suburbia,Hanif Kureishi,"Kureishi, Hanif",,"=""014013168X""","=""9780140131680""",0,3.72,Penguin Books,Paperback,288,1991,1990,,2017/02/21,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
7291128,The Conquest of Western Sudan: A Study in French Military Imperialism,A.S. Kanya-Forstner,"Kanya-Forstner, A.S.",,"=""052110372X""","=""9780521103725""",0,1.00,Cambridge University Press,Paperback,308,2008,1969,,2017/02/20,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
86598,Discourse on Colonialism,Aimé Césaire,"Césaire, Aimé","Joan Pinkham, Robin D.G. Kelley","=""1583670254""","=""9781583670255""",0,4.23,Monthly Review Press,Paperback,102,2001,1950,,2017/02/20,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
22571794,"Discontent and Its Civilizations: Dispatches from Lahore, New York, and London",Mohsin Hamid,"Hamid, Mohsin",,"=""1594633657""","=""9781594633652""",0,3.81,Riverhead Books,Hardcover,240,2015,2014,,2017/02/20,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
849792,Jefferson And Religion,Eugene R. Sheridan,"Sheridan, Eugene R.",,"=""1882886089""","=""9781882886081""",0,4.67,University of North Carolina Press,Paperback,83,2002,2002,,2017/02/20,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.09,Business Plus,ebook,288,2012,2012,,2017/02/20,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
721609,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,"Ratey, John J.",Eric Hagerman,"=""0316113506""","=""9780316113502""",0,4.12,"Little, Brown and Company",Hardcover,304,2008,2008,,2017/02/20,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
18693655,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),Barbara Oakley,"Oakley, Barbara",,"=""039916524X""","=""9780399165245""",0,4.23,Tarcher/Penguin,Paperback,306,2014,2014,,2017/02/20,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
23398748,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1592409105""","=""9781592409105""",4,4.23,Avery,Hardcover,272,2015,2015,2017/02/19,2017/02/01,,,read,"Accomplishes its goals with concise descriptions of how to have the largest positive impact in your giving and especially in your career choice, which is an interesting but relevant approach. Never strays from its topic. I absolutely love the in-depth data-driven descriptions and how MacAskill uses proper statistical, economic and financial techniques in his analysis.",,,1,,,0,,,,,
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.36,Vintage,Paperback,272,1995,1983,,2017/02/15,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.31,Crown Publishers,Hardcover,374,2011,2011,,2017/02/15,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
10673576,The Postmortal,Drew Magary,"Magary, Drew",,"=""0143119826""","=""9780143119821""",0,3.79,Penguin Group USA,Paperback,369,2011,2011,,2017/02/15,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
25111341,The Industries of the Future,Alec J. Ross,"Ross, Alec J.",,"=""1476753652""","=""9781476753652""",0,4.05,Simon  Schuster,Hardcover,320,2016,,,2017/02/15,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
18736925,Capital in the Twenty-First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""067443000X""","=""9780674430006""",0,4.02,Belknap Press: An Imprint of Harvard University Press,Hardcover,685,2014,2013,,2014/06/09,to-read,to-read (#185),to-read,,,,0,,,1,,,unspecified,,
27068734,But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"Klosterman, Chuck",,"=""0399184120""","=""9780399184123""",5,3.66,Blue Rider Press,Hardcover,272,2016,2016,2017/02/11,2017/02/08,,,read,"Why dismiss crazy ideas offhand without rational consideration? But What If We're Wrong explores various ways this question applies to how future societies will construct their histories of the current period.<br/><br/> I love the endless consideration of potential outcomes, even taking seriously crazy-ish ideas. I love how Klosterman takes every idea down to its basic principle and actually delves into how history is created/remembered regardless of the reality. If you've read the blog-ish site Wait But Why, written by Tim Urban (I highly, highly, highly, highly recommend WBW), then you'll be familiar with the writing style: sarcastic, thorough, intellectually-informed analysis from a very personal perspective. The book can be dense and rambling at points, but it is a function of the medium and not at all a flaw. <br/><br/>Overall, a thoroughly enjoyable read.",,,1,,,0,,,,,
15815364,How to Get Filthy Rich in Rising Asia,Mohsin Hamid,"Hamid, Mohsin",,"=""1594487294""","=""9781594487293""",5,3.77,Riverhead Books,Hardcover,230,2013,2013,2017/01/29,2017/01/29,favs-fam,favs-fam (#21),read,"Yes, this is a quick read, but that does not stop it from being powerful. In two hours surrounding a delicious  breakfast of eggs, chicken, a bagel, and a spinach shake, I experienced true and deep catharsis. <br/><br/>The stark prose and ambiguity surrounding every character, setting and plot development left room for me as the reader to project my own emotions and experiences onto the story and especially onto the main character. I felt, viscerally, both the optimistic joy of success and the intense longing for lost love. That the story is told from the second-person only reinforces this incredible connection between reader and story.<br/><br/>As a skeptic of all forms of self help, I enjoyed the satirical self-help framework. I also applaud that it fails -- and that the narrator is fully conscious and upfront about that failure. <br/><br/>I don't cry often, and never due to books or movies. But at the end, which arrived far too soon, I cried, just absolutely sobbing with wistful happiness at experiencing a full life outside my own -- birth, love, struggle, death -- and it was all very confusing for a young, usually-stoic male raised in a masculinity-crazed society.<br/><br/>I found this book to be exceptional. <br/>10/10, would recommend.<br/><br/>Side note: I read this book based on a recommendation from venture capitalist Chris Sacca in Tim Ferris's podcast. Apparently Sacca assigns it as required reading for startup founders at companies in which he invests. ",,,1,,,1,,,unspecified,,
13586932,The Outsiders: Eight Unconventional CEOs and Their Radically Rational Blueprint for Success,William N. Thorndike Jr.,"Jr., William N. Thorndike",,"=""1422162672""","=""9781422162675""",0,4.25,Harvard Business Review Press,Hardcover,272,2012,2012,,2017/02/12,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
209176,The Wealth and Poverty of Nations: Why Some Are So Rich and Some So Poor,David S. Landes,"Landes, David S.",,"=""0393318885""","=""9780393318883""",0,3.94,W. W. Norton  Company,Paperback,531,1999,1998,,2017/02/12,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
159210,How the Scots Invented the Modern World: The True Story of How Western Europe's Poorest Nation Created Our World and Everything in It,Arthur Herman,"Herman, Arthur",Fearn Cutler de Vicq,"=""0609809997""","=""9780609809990""",0,3.93,Broadway Books,Paperback,480,2002,2001,,2017/02/12,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
1310988,"One Economics, Many Recipes: Globalization, Institutions, and Economic Growth",Dani Rodrik,"Rodrik, Dani",,"=""0691129517""","=""9780691129518""",0,4.02,Princeton University Press,Hardcover,263,2007,2007,,2017/02/10,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
