Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",5,4.47,Scholastic Inc.,Paperback,870,2004,2003,,2014/06/09,favs-fam,favs-fam (#16),read,,,,1,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",5,4.30,Starscape,Paperback,469,2002,1998,2010/01/01,2013/11/04,favs-fam,favs-fam (#15),read,,,,1,,,1,,,unspecified,,
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.98,Harper Voyager,Hardcover,227,2013,1953,2012/01/01,2014/12/21,favs-fam,favs-fam (#14),read,My favorite book when I was a sophomore in high school. It was eye-opening to see the similarities between Montag's world and mine. The book was really the first time that literature had made me wonder about my own life.,,,1,,,1,,,unspecified,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""0671027344""","=""9780671027346""",5,4.21,MTV Books and Pocket Books,Paperback,213,1999,1999,2013/01/01,2016/07/26,favs-fam,favs-fam (#13),read,,,,1,,,1,,,unspecified,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""9780671723651""",5,4.15,Gallery Books,Paperback,288,1998,1936,2013/01/01,2014/12/04,favs-fam,favs-fam (#12),read,,,,1,,,1,,,unspecified,,
113854,The Best American Essays 1987,Gay Talese,"Talese, Gay",Robert Atwan,"=""0899195334""","=""9780899195339""",3,3.78,Ticknor & Fields,Paperback,320,1988,1987,2014/02/28,2014/12/04,,,read,,,,1,,,1,,,unspecified,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""0451524934""","=""9780451524935""",5,4.15,New American Library,Mass Market Paperback,328,1950,1949,2014/05/14,2014/12/01,favs-fam,favs-fam (#11),read,,,,1,,,1,,,unspecified,,
11762,White Noise,Don DeLillo,"DeLillo, Don",,"=""0140283307""","=""9780140283303""",3,3.87,Penguin Books,Paperback,320,1999,1985,2014/04/02,2014/12/01,,,read,,,,1,,,0,,,,,
18775383,Excellent Sheep: The Miseducation of the American Elite and the Way to a Meaningful Life,William Deresiewicz,"Deresiewicz, William",,"=""1476702713""","=""9781476702711""",3,3.89,Free Press,Hardcover,245,2014,2014,2014/11/15,2014/11/16,,,read,"Excellent Sheep is a compelling case for a liberal arts education and a reform of the higher education system. It is more opinion based than fact based but still remains mostly objective. Lots of good personal stories and examples are included. I feel like the book discounts the intensity of an Ivy League education and makes it sound like the cheap state school is as good an option as Yale. While this can be argued, it is hard to believe. The author does a good job of highlighting specific struggles that students face in top tier schools. Although the title says it includes the way to a more meaningful life, there are few definite prescriptive methods to improve the current state except to get a liberal arts education and change focus from success to true education. ",,,1,,,0,,,,,
253197,How to Win at College: Surprising Secrets for Success from the Country's Top Students,Cal Newport,"Newport, Cal",,"=""0767917871""","=""9780767917872""",3,4.05,Three Rivers Press,Paperback,193,2005,2005,2014/11/18,2014/12/01,,,read,"Vague, boringly positive take on surviving at college. Despite this, it does have some great suggestions for things to do to help a student succeed. While many are good, there are  several that seem to be a bit on the extreme side. As a college student, I have been trying some of them out and they've done well. There are 75 suggestions, and I narrowed them down to 32 that I could actually try to use. Of these, I've tried 9 so far and have found success with 6 of those. It's a great book if it is taken in an experimental perspective, not just a back-patting self-congratulatory fling.",,,1,,,1,,,unspecified,,
1260005,Banana: The Fate of the Fruit That Changed the World,Dan Koeppel,"Koeppel, Dan",,"=""1594630380""","=""9781594630385""",5,3.77,Hudson Street Press,Hardcover,281,2008,2007,2014/12/10,2014/12/04,favs-fam,favs-fam (#9),read,,,,1,,,0,,,,,
20910174,"Smartcuts: How Hackers, Innovators, and Icons Accelerate Success",Shane Snow,"Snow, Shane",,"=""0062302450""","=""9780062302458""",3,3.94,HarperBusiness,Hardcover,272,2014,2014,2014/12/19,2014/12/01,,,read,"Smartcuts is very smart, very intelligent, and somewhat redundant. Snow is very good at weaving stories together  that seem to lead up to a great point, but might be better as a collection of stories about innovative people. He writes like Gladwell, but is much more interesting. I give this book four stars because of the excellent storytelling and several good ideas, like the image of surfers finding a wave to explain how Skrillex's timing in the music industry was so perfect. ",,,1,,,0,,,,,
28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,"Jacobs, A.J.",,"=""0743250621""","=""9780743250627""",4,3.77,Simon  Schuster,Paperback,389,2005,2004,2014/12/23,2014/12/06,,,read,"Despite Jacobs' constant back-patting, I can't deny that I really enjoyed this book. Its unique alphabetized structure and never ending stream of interesting facts and wittiness had me engaged for all 369 pages. A heart warming tale mixed in about his and his wife's attempts to get pregnant helps too. Great read.",,,1,,,1,,,unspecified,,
9160695,Battle Hymn of the Tiger Mother,Amy Chua,"Chua, Amy",,"=""1594202842""","=""9781594202841""",4,3.62,Penguin Press,Hardcover,237,2011,2011,2015/01/12,2014/12/01,,,read,"A painfully honest story of a mom's quest to make her kids as good as possible. I often wish that my parents had driven me as hard as Amy Chua drove Sophia and Lulu. It's nice to hear a non-defensive version of dedicated, driven parenting. I can definitely see why people can be taken aback by the book though.",,,1,,,1,,,unspecified,,
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"Gourevitch, Philip",,"=""0312243359""","=""9780312243357""",5,4.28,Picador USA,Paperback,356,1999,1998,2015/01/17,2014/12/01,favs-fam,favs-fam (#8),read,"Absolutely amazing. Touching, poignant, gripping, and concise. Clear record of events in Rwanda and surroundings before, after, and during genocide juxtaposed with philosophy of the human condition. Also a strong indictment of the international community for ignoring events and even supporting crimes against humanity. Eye-opening overall.",,,1,,,1,,,unspecified,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.10,"Farrar, Straus and Giroux",Hardcover,418,2011,2011,2015/01/30,2014/12/01,favs-fam,favs-fam (#7),read,A lot to take in. Excellent. I've read most of it twice now and I learn more every time I open it. Fabulous. ,,,1,,,1,,,unspecified,,
2860582,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",Carol Tavris,"Tavris, Carol",Elliot Aronson,"=""0156033909""","=""9780156033909""",5,4.00,Harvest Books,Paperback,304,2008,2007,2015/07/13,2015/03/21,favs-fam,favs-fam (#5),read,"This is the most marvelous book I have read this year. It is honest, focus, and personally poignant. Unlike most nonfiction books, this is both interesting and relevant: learning about how self-justification influences you can change how you think, feel and act. After reading, I feel a greater understanding of how my brain works and a better mindset for future actions and introspection. Excellent book. The current pinnacle of psychology books that I have read.",,,1,,,1,,,unspecified,,
23158207,How Google Works,Eric Schmidt,"Schmidt, Eric",Jonathan Rosenberg,"=""""","=""""",5,4.04,John Murray,Kindle Edition,305,2014,2014,2015/08/16,2015/08/04,favs-fam,favs-fam (#4),read,"Wow! This book is the best business book I've read in a while! I love the idea of the empowered smart creative, untethered by role or seniority, contributing in whatever way he sees fit. That's the type of person I want to be.",,,1,,,0,,,,,
23019295,When to Rob a Bank,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0062385321""","=""9780062385321""",3,3.47,William Morrow ,Hardcover,400,2015,2015,2015/08/10,2015/08/04,,,read,"This book was a lot of fun. Sometimes, I get bored when a book rambles on and on about the same thing over and over again. Fortunately, reading this never offers a dull or repetitive moment. The writing is witty, intelligent, and usually very interesting. Would recommend, much.",,,1,,,0,,,,,
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,"=""1591846919""","=""9781591846918""",5,4.09,Penguin Portfolio,Hardcover,248,2013,2013,2015/11/24,2015/12/31,favs-fam,favs-fam (#3),read,Loved this. Would recommend.,,,1,,,0,,,,,
6184317,Dead Aid: Why Aid Is Not Working and How There Is a Better Way for Africa,Dambisa Moyo,"Moyo, Dambisa",Niall Ferguson,"=""0374139563""","=""9780374139568""",5,3.66,"Farrar, Straus and Giroux",Hardcover,188,2009,2009,2016/06/23,2016/05/04,favs-fam,favs-fam (#2),read,"Concise, comprehensive, and sagacious, Moyo says in only 154 pages what should've been said (and implemented) years ago by the massive international institutions responsible for facilitating sustainable development. Thank you, Zambian economist working for Goldman Sachs, for giving me the chance to use the word ""sagacious.""",,,1,,,1,,,unspecified,,
25159062,Narconomics: How to Run a Drug Cartel,Tom Wainwright,"Wainwright, Tom",,"=""1610395832""","=""9781610395830""",5,4.15,PublicAffairs,Hardcover,288,2016,2016,2016/07/17,2016/07/10,favs-fam,favs-fam (#1),read,"An absolutely fascinating work of investigative journalism. Wainwright took pretty scary personal risks to bring us this rigorous description of the economics of drug cartels, how they function, and - by extension - how to weaken their financial, political, and geographic strength.",,,1,,,0,,,,,
13542853,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,"Holiday, Ryan",,"=""159184553X""","=""9781591845539""",0,3.89,Portfolio,Hardcover,259,2012,2012,,2016/07/26,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,"Peck, M. Scott",,"=""0671250671""","=""9780671250676""",3,4.04,Touchstone,Paperback,316,1979,1978,2013/08/01,2014/12/04,,,read,,,,1,,,0,,,,,
1923820,Holy Bible: King James Version,Anonymous,"Anonymous, Anonymous",,"=""""","=""""",0,4.43,,Hardcover,1590,2008,1611,,2016/07/26,,,read,,,,1,,,0,,,,,
60748,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,"Pelzer, Dave",,"=""1558743669""","=""9781558743663""",0,4.09,Hci,Paperback,184,1995,1995,,2016/07/26,,,read,,,,1,,,0,,,,,
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher Bigsby,"=""0142437336""","=""9780142437339""",0,3.55,Penguin Classics,Paperback,143,2003,1953,2013/01/01,2016/07/26,,,read,,,,1,,,0,,,,,
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",0,3.52,Penguin Classics,Paperback,288,2002,1848,,2016/07/26,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Louise Maude, Aylmer Maude","=""0345803922""","=""9780345803924""",0,4.03,Vintage,Paperback,964,2012,1878,,2016/07/26,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
50,Hatchet,Gary Paulsen,"Paulsen, Gary",,"=""0689840926""","=""9780689840920""",0,3.68,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000,1986,,2016/07/26,,,read,,,,1,,,0,,,,,
9010,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,"Max, Tucker",,"=""0806527285""","=""9780806527284""",2,3.51,Citadel,Paperback,288,2006,2006,2016/07/26,2016/07/26,,,read,"Funny at times, shocking at others, gets old real fast; this man needs both a stand-up time slot and a therapist.",,,1,,,1,,,unspecified,,
2839,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""0439366771""","=""9780439366779""",0,3.98,Trumpet Club Special Edition,Paperback,143,1996,1977,2007/01/01,2016/07/26,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.34,Scholastic Press,Hardcover,374,2008,2008,2011/01/01,2016/07/26,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,Paperback,208,2006,1993,2007/01/01,2016/07/26,,,read,,,,1,,,0,,,,,
747061,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",The Church of Jesus Christ of Latter-day Saints,"Saints, The Church of Jesus Christ of Latter-day",,"=""1592975038""","=""9781592975037""",0,4.35,The Church of Jesus Christ of Latter-day Saints,Paperback,1310,1981,1950,,2016/07/26,,,read,,,,1,,,0,,,,,
26164971,Street Smart: The Rise of Cities and the Fall of Cars,Samuel I. Schwartz,"Schwartz, Samuel I.",William Rosen,"=""""","=""""",4,4.17,PublicAffairs,Kindle Edition,314,2015,2015,2016/07/24,2016/07/22,,,read,"A much more memoir-ish book containing viewpoints from the former head of NYC's transportation department. A lot of interesting stuff that is more macro than the streets-, development-, spaces-, or transit-specific books I have read recently. However, because it is only 250 pages long, it takes more of a jack of all trades, master of none approach. The things he does cover are great, though, especially regarding the way we think about streets and cities, and devious tales from Schwartz's time in city government.<br/>Uses the word 'literally' far too often.",,,1,,,0,,,,,
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.25,Scribner,Paperback,288,2006,2005,,2016/07/23,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",4,4.12,Portfolio,Hardcover,226,2016,2016,2016/07/23,2016/07/17,,,read,"An excellent source of wise quotes from ancient philosophers, and wise itself, if liberal in its use of anecdotal evidence. Good basic premise, though: whatever success you achieve, it will be because of your work and in spite of your ego; therefore you should minimize ego in order to maximize your work and therefore achieve even greater success.",,,1,,,0,,,,,
12160842,Straphanger: Saving Our Cities and Ourselves from the Automobile,Taras Grescoe,"Grescoe, Taras",,"=""0805091734""","=""9780805091731""",0,4.09,Times Books,Hardcover,336,2012,2011,,2016/07/22,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
686187,Lives of the Laureates: Eighteen Nobel Economists,William Breit,"Breit, William",,"=""0262524503""","=""9780262524506""",0,3.86,MIT Press (MA),Paperback,351,2005,2004,,2016/07/21,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
90844,Reinventing the Bazaar: A Natural History of Markets,John McMillan,"McMillan, John",,"=""0393323714""","=""9780393323719""",0,3.94,W. W. Norton & Company,Paperback,288,2003,2002,,2016/07/21,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
103592,"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life",Avinash K. Dixit,"Dixit, Avinash K.",Barry J. Nalebuff,"=""0393310353""","=""9780393310351""",0,3.98,W. W. Norton  Company,Paperback,416,1993,1991,,2016/07/21,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
815995,Eat the Rich: A Treatise on Economics,P.J. O'Rourke,"O'Rourke, P.J.",,"=""0871137607""","=""9780871137609""",0,3.83,Atlantic Monthly Press,Paperback,246,1999,1994,,2016/07/21,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
101446,Armchair Economist: Economics & Everyday Life,Steven E. Landsburg,"Landsburg, Steven E.",,"=""0029177766""","=""9780029177761""",0,3.76,Free Press,Paperback,256,1995,1993,,2016/07/21,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
27146,Peddling Prosperity: Economic Sense and Nonsense in an Age of Diminished Expectations,Paul Krugman,"Krugman, Paul",,"=""0393312925""","=""9780393312928""",0,3.89,W. W. Norton  Company,Paperback,303,1995,1992,,2016/07/21,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
82120,The Worldly Philosophers,Robert L. Heilbroner,"Heilbroner, Robert L.",,"=""068486214X""","=""9780684862149""",0,4.12,Touchstone/Simon & Schuster (NY),Paperback,368,1999,1953,,2016/07/21,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
51877,Capitalism and Freedom,Milton Friedman,"Friedman, Milton",,"=""0226264211""","=""9780226264219""",0,3.95,University of Chicago Press,Paperback,208,2002,1962,,2016/07/21,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
792606,The Rise of the Meritocracy,Michael Young,"Young, Michael",,"=""1560007044""","=""9781560007043""",0,3.75,Taylor & Francis,Paperback,180,1994,1959,,2016/07/21,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,"=""1594206279""","=""9781594206276""",4,3.86,Penguin Press,Hardcover,279,2015,2015,2016/07/17,2015/12/31,,,read,"What a fantastic book! It is pretty much a very extended version of every article I've ever seen about modern dating culture, and it is well worth the six-ish hours it takes to get through. I really love all the little factoids you can pick up during it. Aziz's describes his research well and skillfully weaves in a lot of personal narrative as well. Very enjoyable overall, a good quick read.",,,1,,,1,,,unspecified,,
162314,Why Men Don't Listen and Women Can't Read Maps: How We're Different and What to Do About It,Allan Pease,"Pease, Allan",Barbara Pease,"=""0767907639""","=""9780767907637""",0,3.77,Harmony,Paperback,272,2001,1999,,2016/07/14,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
10598934,"Your Pinkie Is More Powerful Than Your Thumb: And 333 Other Surprising Facts That Will Make You Wealthier, Healthier and Smarter Than Everyone Else",Mark Di Vincenzo,"Vincenzo, Mark Di",,"=""""","=""""",0,3.39,,Kindle Edition,259,,2011,,2016/07/14,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"Sincero, Jen",,"=""0762447699""","=""9780762447695""",2,4.02,Running Press,Paperback,256,2013,2013,2015/03/15,2015/03/15,,,read,"Jen Sincero is somewhat sincere, but mostly just kind of inspirational. I'm sure her ideas have some sort of effect on some people, but they were pretty floofy. For example: ""[You should buy an expensive car because owning it will make you feel like you deserve it, and it will motivate you to make money like you deserve it.]."" Like I said before, it feels good to hear, but in practice, a lot of the ideas are a little crazy.",,,1,,,0,,,,,
869003,Gung Ho!: Turn on the People in Any Organization,Kenneth H. Blanchard,"Blanchard, Kenneth H.",,"=""068815428X""","=""9780688154288""",2,3.90,William Morrow,Hardcover,187,1997,1996,2015/10/25,2015/08/25,,,read,"Overall, meh. While the tips laid out are decent, there is a six-page bulleted summary at the end from pages 135-140 that is really all you need. The story is heartwarming and all, but it is very cheesy and kind of pointless. Just look up a summary, unless you get the book for free.",,,1,,,1,,,unspecified,,
20454074,The Marshmallow Test: Mastering Self-Control,Walter Mischel,"Mischel, Walter",,"=""0316230871""","=""9780316230872""",4,3.74,"Little, Brown and Company",Hardcover,336,2014,2014,2015/12/01,2015/08/04,,,read,"Fascinating, if wandering. But mostly fascinating. ",,,1,,,0,,,,,
13538794,"Walkable City: How Downtown Can Save America, One Step at a Time",Jeff Speck,"Speck, Jeff",,"=""0374285810""","=""9780374285814""",4,4.29,"Farrar, Straus and Giroux",Hardcover,312,2012,2012,2016/06/29,2016/04/24,,,read,"Excellent information and extremely readable for a layperson like myself. It only fuels my curiosity about urban design and walkability. Now, onto more dense tomes about urban utility logistics!",,,1,,,0,,,,,
132873,The Sixteen Satires,Juvenal,"Juvenal, Juvenal","Peter Green, Wendell Vernon Clausen","=""0140447040""","=""9780140447040""",0,3.91,Penguin Books,Paperback,252,1998,127,,2016/07/12,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",4,4.01,North River Press,Paperback,384,2004,1984,2016/04/18,2016/04/18,,,read,,,,1,,,0,,,,,
23013953,Gut: The Inside Story of Our Body’s Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,"=""1771641495""","=""9781771641494""",0,4.00,Greystone Books,Paperback,271,2015,2014,,2016/07/11,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
18908413,Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,"Montgomery, Charles",,"=""""","=""""",4,4.32,"Farrar, Straus and Giroux",Kindle Edition,368,2013,2012,2016/07/11,2016/04/24,,,read,"I really loved the skillfully woven narrative of this book. Unlike many books about urban design, it didn't offer much in the way of specific solutions. Instead, it offered a quick glance into many different aspects of how better urban planning can benefit people. unlike most books on urban planning, this is written by a journalist, and so contains charming stories that emphasize key points. overall, very easy to read, very interesting, and a great place to start for someone interested in urban design.",,,1,,,0,,,,,
18476763,Diet Cults: The Surprising Fallacy at the Core of Nutrition Fads and a Guide to Healthy Eating for the Rest of US,Matt Fitzgerald,"Fitzgerald, Matt",,"=""1605985600""","=""9781605985602""",0,3.75,Pegasus Books,Hardcover,336,2014,2014,,2016/07/11,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
8805689,Sprawl Repair Manual,Galina Tachieva,"Tachieva, Galina",,"=""1597267325""","=""9781597267328""",0,3.90,Island Press,Paperback,304,2010,2010,,2016/07/11,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",5,3.94,Penguin Press,Hardcover,480,2014,2014,2016/07/10,2016/06/07,,,read,"Dense, funny, and engaging. Intelligent, creative people who think they don't like math should read this and hopefully discover how cool may actually is as both a subject and a way of thinking. Kudos, Jordan Ellenberg.",,,1,,,0,,,,,
144091,Epigrams,Marcus Valerius Martialis,"Martialis, Marcus Valerius","James Michie, Shadi Bartsch","=""0375760423""","=""9780375760426""",0,4.03,Modern Library,Paperback,240,2002,80,,2016/07/05,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.49,Vintage,Paperback,1344,1975,1974,,2016/07/05,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,"Strayed, Cheryl",,"=""030794932X""","=""9780307949325""",0,4.29,Vintage,ebook,304,2012,2012,,2016/07/05,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
17674998,Average Is Over: Powering America Beyond the Age of the Great Stagnation,Tyler Cowen,"Cowen, Tyler",,"=""0525953736""","=""9780525953739""",0,3.65,Dutton,Hardcover,304,2013,2013,,2016/07/05,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",,"=""080701429X""","=""9780807014295""",0,4.34,Beacon Press,Paperback,184,2006,1946,,2016/07/05,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
97411,Letters from a Stoic (a selection),Seneca,"Seneca, Seneca",Robin Campbell,"=""0140442103""","=""9780140442106""",0,4.33,Penguin Books,Paperback,256,2004,64,,2016/07/05,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
25947237,Originals: How Nonconformists Move the World,Adam M. Grant,"Grant, Adam M.",Sheryl Sandberg,"=""""","=""""",0,3.95,Viking,Kindle Edition,335,2016,2016,,2016/07/05,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
56501,Raving Fans: A Revolutionary Approach to Customer Service,Kenneth H. Blanchard,"Blanchard, Kenneth H.","Sheldon Bowles, Harvey MacKay","=""0688123163""","=""9780688123161""",0,3.90,William Morrow,Hardcover,137,1993,1992,,2016/07/05,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""1577314808""","=""9781577314806""",0,4.11,New World Library,Paperback,229,2004,1997,,2016/07/05,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
79424,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",David Deida,"Deida, David",,"=""1591792576""","=""9781591792574""",0,4.12,Sounds True,Paperback,202,2004,1997,,2016/07/05,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
5040579,"Why We Make Mistakes: How We Look Without Seeing, Forget Things in Seconds, and Are All Pretty Sure We Are Way Above Average",Joseph T. Hallinan,"Hallinan, Joseph T.",,"=""0767928059""","=""9780767928052""",0,3.88,Broadway,Hardcover,221,2009,2009,,2016/07/05,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
15801967,Contagious: Why Things Catch On,Jonah Berger,"Berger, Jonah",,"=""1451686579""","=""9781451686579""",0,3.89,Simon  Schuster,Hardcover,200,2013,2013,,2016/07/05,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
155981,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",Maxwell Maltz,"Maltz, Maxwell",,"=""0671700758""","=""9780671700751""",0,4.21,Pocket,Mass Market Paperback,288,1989,1960,,2016/07/05,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
7155145,Linchpin: Are You Indispensable?,Seth Godin,"Godin, Seth",,"=""1591843162""","=""9781591843160""",0,3.86,Portfolio Hardcover,Hardcover,244,2010,2010,,2016/07/05,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
10368067,Poke the Box,Seth Godin,"Godin, Seth",,"=""1936719002""","=""9781936719006""",0,3.80,"Do You Zoom, Inc.",Hardcover,85,2011,2011,,2016/07/05,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
228749,"Wherever You Go, There You Are",John Hampel,"Hampel, John",,"=""0962799211""","=""9780962799211""",0,3.62,BZFF Books,Paperback,343,2000,1991,,2016/07/05,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
24331490,Leadership BS: Fixing Workplaces and Careers One Truth at a Time,Jeffrey Pfeffer,"Pfeffer, Jeffrey",,"=""0062383167""","=""9780062383167""",0,3.85,HarperBusiness,Hardcover,260,2015,2015,,2016/07/05,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
18770061,"The Cave and the Light: Plato Versus Aristotle, and the Struggle for the Soul of Western Civilization",Arthur Herman,"Herman, Arthur",,"=""0553385666""","=""9780553385663""",0,4.04,Random House Trade Paperbacks,Paperback,676,2014,2013,,2016/07/05,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
22693187,Epic Measures: One Doctor. Seven Billion Patients.,Jeremy N. Smith,"Smith, Jeremy N.",,"=""0062237500""","=""9780062237507""",0,4.10,Harper Wave,Hardcover,352,2015,2015,,2016/07/05,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
4191136,Business Adventures,John Brooks,"Brooks, John",,"=""0575003499""","=""9780575003491""",0,3.80,Littlehampton Book Services Ltd,,408,,1969,,2016/07/05,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
7841672,For the Love of Physics: From the End of the Rainbow to the Edge of Time: A Journey Through the Wonders of Physics,Walter Lewin,"Lewin, Walter",Warren Goldstein,"=""1439108277""","=""9781439108277""",0,4.21,Free Press,Hardcover,301,2011,2011,,2016/07/05,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""1400062756""","=""9781400062751""",0,4.05,Random House (NY),Hardcover,276,2006,2006,,2016/07/05,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",0,4.15,Houghton Mifflin Harcourt,Hardcover,64,2015,2015,,2016/07/05,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.86,"Penguin Press HC, The",Hardcover,307,2011,2011,,2016/07/05,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
